1547564976,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564976,s1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564976,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564976,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564976,s2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564976,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564976,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564976,s3,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564976,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564976,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564976,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564976,s4,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564976,s3-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564976,s3-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564976,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564977,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564977,s1,250.00,3932.00,4182.00,3932,250,3.00,25.00,28.00,25,3,0.00,0.00,0,0
1547564977,eth0,456.00,736.00,1192.00,736,456,6.00,8.00,14.00,8,6,0.00,0.00,0,0
1547564977,eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564977,s2,160.00,4367.00,4527.00,4367,160,2.00,27.00,29.00,27,2,0.00,0.00,0,0
1547564977,s1-eth2,149185.00,6032590.00,6181775.00,6032590,149185,2002.00,4006.00,6008.00,4006,2002,0.00,0.00,0,0
1547564977,s1-eth1,6032055.00,147350.00,6179405.00,147350,6032055,4012.00,1991.00,6003.00,1991,4012,0.00,0.00,0,0
1547564977,s3,160.00,4117.00,4277.00,4117,160,2.00,24.00,26.00,24,2,0.00,0.00,0,0
1547564977,s2-eth2,151127.00,6035806.00,6186933.00,6035806,151127,2011.00,4001.00,6012.00,4001,2011,0.00,0.00,0,0
1547564977,s2-eth1,6032590.00,149185.00,6181775.00,149185,6032590,4006.00,2002.00,6008.00,2002,4006,0.00,0.00,0,0
1547564977,lo,24062.00,24062.00,48124.00,24062,24062,229.00,229.00,458.00,229,229,0.00,0.00,0,0
1547564977,s4,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564977,s3-eth2,152253.00,6036568.00,6188821.00,6036568,152253,2017.00,3990.00,6007.00,3990,2017,0.00,0.00,0,0
1547564977,s3-eth1,6035806.00,151127.00,6186933.00,151127,6035806,4001.00,2011.00,6012.00,2011,4001,0.00,0.00,0,0
1547564977,total,18578104.00,18589840.00,37167944.00,18589840,18578104,18291.00,18314.00,36605.00,18314,18291,0.00,0.00,0,0
1547564978,s5,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1547564978,s1,0.00,1812.00,1812.00,1812,0,0.00,8.00,8.00,8,0,0.00,0.00,0,0
